,input_queries
5000,join papers.paperid-authorship.paperid join authorship.instid-inst.instid scan inst.name
5001,join papers.paperid-authorship.paperid join authorship.instid-inst.instid scan inst.name
5002,join papers.paperid-authorship.paperid join authorship.instid-inst.name
5003,scan stadium
5004,scan stadium
5005,scan stadium
5006,scan apartments
5007,scan apartments order by bedroom_count desc limit 1
5008,scan accounts
5009,join accounts.custid-checking.custid
5010,scan savings
5011,scan documents
5012,scan documents
5013,join catalog_contents.catalog_entry_id-catalog_contents_additional_attributes.catalog_entry_id scan catalog_contents_additional_attributes.attribute_value
5014,join catalog_contents.catalog_entry_id-catalog_contents_additional_attributes.catalog_entry_id scan catalog_contents_additional_attributes.attribute_value
5015,scan products
5016,scan student group by sex
5017,scan reservations
5018,scan rooms
5019,scan rooms
5020,scan rooms
5021,scan student
5022,scan student order by age desc limit 1
5023,scan student order by age  limit 1
5024,scan postseason
5025,scan postseason
5026,scan appointment order by start desc limit 1
5027,scan appointment order by start desc limit 1
5028,scan t1 scan t2
5029,join tasks.project_id-projects.project_id scan projects.project_details
5030,join tasks.project_id-projects.project_id
5031,scan t1 scan t2
5032,scan t1 scan t2
5033,scan t1 scan t2
5034,scan apartments order by room_count desc limit 3
5035,scan tryout
5036,scan stadium order by capacity desc limit 1
5037,scan orders
5038,scan orders
5039,scan order_items
5040,scan furniture
5041,scan furniture order by market_rate desc limit 1
5042,scan t1 scan t2
5043,scan furniture order by num_of_component  desc limit 1
5044,join files.f_id-song.f_id
5045,join files.f_id-song.f_id scan files.formats
5046,scan song
5047,join files.f_id-song.f_id
5048,scan song
5049,scan song order by resolution desc limit 1
5050,scan song
5051,join rating.rid-reviewer.name
5052,join rating.rid-reviewer.name
5053,scan t1 scan t2
5054,join rating.rid-reviewer.rid scan reviewer.name
5055,join rating.rid-reviewer.rid scan reviewer.name
5056,join rating.rid-reviewer.rid scan reviewer.name
5057,scan university order by enrollment desc limit 1
5058,scan university order by enrollment desc limit 1
5059,scan university order by enrollment desc limit 1
5060,scan university order by enrollment desc limit 1
5061,scan university order by enrollment desc limit 1
5062,scan camera_lens
5063,scan camera_lens
5064,scan student group by major
5065,scan student
5066,scan student
5067,scan student
5068,scan student group by major order by count ( * )  desc limit 1
5069,scan student group by major order by count ( * )  asc limit 1
5070,scan files order by duration desc limit 1
5071,scan files order by duration desc limit 1
5072,scan files order by duration desc limit 1
5073,scan files order by duration limit 1
5074,scan candidate order by support_rate desc limit 3
5075,scan candidate order by support_rate desc limit 3
5076,scan candidate order by support_rate desc limit 3
5077,scan candidate order by support_rate desc limit 3
5078,scan candidate order by support_rate desc limit 3
5079,scan candidate order by support_rate desc limit 3
5080,scan roller_coaster
5081,scan roller_coaster order by speed desc limit 1
5082,scan roller_coaster
5083,scan t1 scan t2
5084,scan t1 scan t2
5085,join events.event_id-participants_in_events.event_id
5086,scan rating
5087,scan movie
5088,scan movie
5089,scan county order by population desc limit 1
5090,scan county order by population asc limit 1
5091,scan county
5092,scan county
5093,scan customers_cards
5094,scan customers_cards group by customer_id order by count ( * )  desc limit 1
5095,scan student_tests_taken
5096,scan student_tests_taken
5097,scan student_tests_taken group by test_result order by count ( * )  desc
5098,scan student_tests_taken
5099,scan products_booked
5100,scan products_booked
5101,scan products_booked
5102,join behavior_incident.student_id-students.student_id scan students.last_name
5103,join behavior_incident.student_id-students.student_id scan students.last_name
5104,join behavior_incident.student_id-students.student_id scan students.last_name
5105,scan behavior_incident
5106,join behavior_incident.student_id-students.student_id scan behavior_incident.incident_type_code
5107,scan student
5108,scan dorm
5109,scan dorm
5110,join student.stuid-lives_in.stuid join dorm.dormid-lives_in.dormid scan dorm.dorm_name
5111,join student.stuid-lives_in.stuid join dorm.dormid-lives_in.dormid scan dorm.dorm_name scan student.sex
5112,scan competition except select country
5113,join visitors.tourist_id-visits.tourist_id scan visitors.tourist_details
5114,join visitors.tourist_id-visits.tourist_id scan visitors.tourist_details
5115,join visitors.tourist_id-visits.tourist_id scan visitors.tourist_details
5116,scan visits
5117,join visitors.tourist_id-visits.tourist_id scan visitors.tourist_details
5118,join visitors.tourist_id-visits.tourist_id scan visitors.tourist_details
5119,scan customers
5120,scan airport
5121,scan airport
5122,scan airport
5123,scan airport order by international_passengers desc  limit 1
5124,scan airport order by total_passengers  limit 2
5125,scan albums
5126,scan editor order by age asc limit 1
5127,scan editor order by age asc limit 1
5128,scan editor order by age asc limit 1
5129,scan editor order by age desc limit 1
5130,scan county_public_safety
5131,scan county_public_safety
5132,scan county_public_safety order by crime_rate desc limit 1
5133,scan personfriend
5134,scan personfriend
5135,scan personfriend
5136,scan people
5137,scan people order by height desc limit 1
5138,scan station
5139,scan departments
5140,scan departments
5141,scan t1 scan t2
5142,scan professor
5143,scan professor group by  prof_high_degree having prof_high_degree  =  'ph.d.' or prof_high_degree  =  'ma'
5144,scan professor
5145,scan physician
5146,scan physician
5147,scan physician
5148,scan t1 scan t2
5149,scan customer_orders
5150,scan customer_orders
5151,scan customer_orders
5152,scan t1 scan t2
5153,scan t1 scan t2
5154,join accounts.custid-savings.custid
5155,scan t1 scan t2
5156,scan t1 scan t2
5157,scan physician
5158,scan physician
5159,scan physician
5160,scan physician
5161,scan volume
5162,scan volume
5163,scan volume
5164,scan volume
5165,scan volume
5166,scan volume group by artist_id having count ( * )  >=  2
5167,scan university
5168,scan university
5169,scan university
5170,scan dorm
5171,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm_amenity.amenity_name
5172,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm_amenity.amenity_name
5173,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm_amenity.amenity_name
5174,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm.dorm_name
5175,join physician.employeeid-trained_in.physician join procedures.code-trained_in.treatment scan physician.name
5176,scan phone
5177,scan phone group by accreditation_level having count ( * )   >  3
5178,scan apartments
5179,scan apartments group by apt_type_code
5180,scan apartments group by apt_type_code
5181,scan apartments
5182,scan host order by age limit 1
5183,scan host group by nationality order by count ( * )  desc limit 1
5184,scan products_booked
5185,scan products_booked
5186,scan products_booked
5187,scan products_booked
5188,scan authorship
5189,scan papers
5190,scan drivers
5191,scan t1 scan t2
5192,scan department_stores group by dept_store_chain_id order by count ( * )  desc limit 1
5193,join documents.document_id-documents_with_expenses.document_id scan documents.document_name
5194,join documents.document_id-documents_with_expenses.document_id scan documents.document_name
5195,join documents.document_id-documents_with_expenses.document_id scan documents.document_name
5196,scan perpetrator
5197,scan t1 scan t2
5198,scan perpetrator
5199,join mill.architect_id-architect.id scan architect.nationality
5200,join mill.architect_id-architect.id scan architect.nationality
5201,join mill.architect_id-architect.id scan architect.nationality
5202,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
5203,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
5204,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname scan member_of_club.position
5205,join pilot.pilot_id-match.winning_pilot
5206,scan customers except select t1.customer_name
5207,scan branch
5208,scan files
5209,join files.f_id-song.f_id scan files.artist_name
5210,scan song order by rating desc limit 1
5211,scan song
5212,scan files
5213,scan ship
5214,scan county_public_safety order by population desc limit 1
5215,scan county_public_safety order by population desc limit 1
5216,scan county_public_safety
5217,scan county_public_safety order by population limit 1
5218,scan county_public_safety order by police_officers limit 1
5219,join list.classroom-teachers.classroom
5220,scan shop order by open_year
5221,scan shop group by location having count ( * )  > 1
5222,scan customers
5223,scan customers
5224,scan ref_locations
5225,scan document_locations
5226,scan school
5227,scan timed_status_of_things
5228,join timed_status_of_things.thing_id-things.thing_id scan timed_status_of_things.status_of_thing_code
5229,join timed_status_of_things.thing_id-things.thing_id scan timed_status_of_things.status_of_thing_code scan timed_status_of_things.date_and_date
5230,join tracks.id-playlist_tracks.track_id join playlists.id-playlist_tracks.playlist_id scan playlists.name
5231,scan playlists
5232,join tracks.id-playlist_tracks.track_id scan playlist_tracks.playlist_id
5233,scan appointment order by start desc limit 1
5234,scan appointment order by start desc limit 1
5235,scan buildings
5236,scan buildings
5237,scan buildings
5238,scan products_booked
5239,scan products_booked
5240,scan track
5241,scan student
5242,scan class
5243,scan student
5244,scan product
5245,scan cinema
5246,scan cinema
5247,scan cinema
5248,scan cinema order by capacity desc limit 1
5249,scan cinema
5250,scan customers
5251,scan visits_restaurant
5252,scan undergoes order by dateundergoes desc
5253,scan undergoes order by dateundergoes desc limit 1
5254,scan flight
5255,scan flight
5256,scan flight
5257,scan member
5258,scan member
5259,scan member
5260,scan user_profiles
5261,scan payment order by amount desc limit 1
5262,scan payment order by amount desc limit 2
5263,scan payment
5264,scan payment
5265,scan user_profiles
5266,scan user_profiles order by followers desc limit 1
5267,scan user_profiles
5268,scan user_profiles
5269,join class.prof_num-employee.emp_num join class.crs_code-course.crs_code join employee.emp_num-professor.emp_num
5270,join class.prof_num-employee.emp_num join class.crs_code-course.crs_code join employee.emp_num-professor.emp_num
